district,crop_type,plot_acres,soil_nitrogen_kg_ha,soil_ph,organic_carbon_pct,phosphorus_kg_ha,potassium_kg_ha,growth_stage,days_since_sowing,ndvi,optimal_solid_urea_pct,optimal_nano_urea_pct,solid_urea_bags,nano_urea_bottles,water_liters,expected_yield_quintal_acre
Firozpur,paddy,4,264.1,7.7,0.317,41.3,313.3,seedling,11,0.192,58.6,41.4,5.04,3.56,500,27.74
Jalandhar,wheat,1,174.9,8.09,0.324,36.2,129.6,tillering,25,0.492,60.3,39.7,1.41,0.93,125,19.78
Amritsar,wheat,1,230.7,8.38,0.322,33.8,263.2,heading,87,0.735,48.5,51.5,1.14,1.21,125,19.78
Amritsar,paddy,2,154.2,8.21,0.388,17.6,146.8,tillering,34,0.367,58.6,41.4,2.52,1.78,250,25.78
Firozpur,paddy,2,142.5,8.26,0.296,36.6,264.5,seedling,10,0.216,65.7,34.3,2.83,1.48,250,25.28
Bathinda,wheat,2,164.4,7.85,0.326,37.2,291.7,grain_filling,127,0.579,49.9,50.1,2.34,2.35,250,17.48
Amritsar,wheat,15,207.3,7.6,0.458,36.8,180.8,jointing,53,0.68,51.4,48.6,18.1,17.1,1875,21.3
Kapurthala,wheat,4,265.3,7.68,0.375,26.6,186.8,jointing,80,0.696,49.0,51.0,4.6,4.79,500,21.12
Firozpur,wheat,4,192.9,7.76,0.48,14.4,250.5,tillering,38,0.439,53.8,46.2,5.05,4.34,500,17.03
Sangrur,paddy,4,179.9,7.85,0.559,36.9,142.8,flowering,82,0.767,33.2,66.8,2.86,5.75,500,30.21
Bathinda,wheat,5,209.5,7.61,0.309,20.2,229.1,tillering,47,0.488,47.9,52.1,5.62,6.11,625,20.13
Bathinda,paddy,2,241.5,8.58,0.357,12.6,142.5,panicle_initiation,52,0.577,52.7,47.3,2.27,2.03,250,26.88
Amritsar,paddy,3,213.5,7.81,0.422,42.6,291.6,tillering,34,0.45,51.4,48.6,3.32,3.14,375,28.05
Ludhiana,paddy,7,190.5,7.27,0.443,22.2,124.3,flowering,76,0.736,48.9,51.1,7.36,7.69,875,28.66
Moga,paddy,3,260.3,7.85,0.336,13.4,132.8,grain_filling,100,0.459,47.3,52.7,3.05,3.4,375,26.96
Kapurthala,wheat,5,215.7,8.12,0.395,42.0,316.2,grain_filling,114,0.613,40.8,59.2,4.79,6.94,625,20.18
Kapurthala,wheat,3,177.5,7.79,0.302,30.9,293.9,grain_filling,124,0.647,49.2,50.8,3.46,3.58,375,19.79
Kapurthala,wheat,7,219.0,8.01,0.562,18.5,230.1,grain_filling,108,0.632,38.4,61.6,6.3,10.12,875,21.24
Gurdaspur,wheat,12,256.6,7.65,0.569,35.5,293.9,grain_filling,122,0.53,36.1,63.9,10.16,17.99,1500,19.29
Sangrur,wheat,2,245.2,7.9,0.405,22.2,239.3,grain_filling,126,0.538,45.5,54.5,2.14,2.56,250,19.13
Bathinda,paddy,4,216.5,7.87,0.373,20.7,271.8,panicle_initiation,46,0.565,42.1,57.9,3.62,4.98,500,26.05
Sangrur,paddy,2,251.6,7.86,0.525,39.2,131.2,grain_filling,110,0.595,35.8,64.2,1.54,2.76,250,28.84
Ludhiana,wheat,2,313.6,7.25,0.576,37.1,163.5,heading,93,0.783,31.3,68.7,1.47,3.23,250,19.78
Jalandhar,paddy,3,180.5,7.88,0.355,15.5,256.7,panicle_initiation,46,0.701,39.5,60.5,2.55,3.9,375,26.84
Kapurthala,wheat,2,297.8,8.09,0.307,39.2,211.6,heading,87,0.776,34.0,66.0,1.6,3.1,250,20.09
Jalandhar,wheat,5,292.4,7.91,0.377,16.6,180.7,heading,96,0.685,32.6,67.4,3.82,7.91,625,19.87
Bathinda,wheat,1,132.1,7.81,0.241,14.4,193.2,tillering,41,0.394,66.2,33.8,1.55,0.79,125,17.45
Patiala,paddy,10,308.8,7.0,0.592,33.6,316.0,panicle_initiation,52,0.576,32.3,67.7,6.94,14.56,1250,27.51
Bathinda,paddy,12,182.8,8.14,0.254,12.7,234.7,tillering,25,0.453,56.6,43.4,14.6,11.21,1500,28.83
Amritsar,wheat,4,277.7,7.96,0.466,19.0,263.9,grain_filling,115,0.525,44.8,55.2,4.21,5.18,500,18.26
Patiala,wheat,2,253.4,6.93,0.356,41.8,173.9,tillering,36,0.55,54.6,45.4,2.56,2.13,250,17.52
Jalandhar,paddy,2,230.4,8.05,0.323,44.2,312.9,seedling,13,0.218,62.0,38.0,2.67,1.63,250,27.49
Gurdaspur,wheat,1,312.4,7.59,0.457,15.8,317.2,germination,1,0.161,55.6,44.4,1.31,1.04,125,18.21
Amritsar,wheat,1,192.8,7.78,0.269,31.4,316.7,germination,1,0.246,68.6,31.4,1.61,0.74,125,16.58
Patiala,wheat,4,284.2,7.32,0.629,30.8,297.3,germination,3,0.241,46.7,53.3,4.38,5.0,500,19.8
Firozpur,wheat,2,220.1,7.73,0.346,22.1,154.6,tillering,45,0.542,57.8,42.2,2.71,1.98,250,19.49
Firozpur,paddy,2,262.4,8.16,0.342,28.4,159.9,grain_filling,97,0.577,43.9,56.1,1.89,2.41,250,27.48
Moga,wheat,1,179.9,7.59,0.406,12.4,235.6,grain_filling,122,0.598,43.0,57.0,1.01,1.34,125,18.55
Amritsar,wheat,10,237.8,7.63,0.549,26.8,217.2,tillering,37,0.524,54.4,45.6,12.76,10.7,1250,20.67
Ludhiana,wheat,2,214.4,8.1,0.417,43.3,226.6,jointing,64,0.619,47.6,52.4,2.23,2.46,250,19.1
Bathinda,wheat,4,228.9,7.79,0.241,24.2,305.3,jointing,76,0.592,51.3,48.7,4.81,4.57,500,19.27
Ludhiana,paddy,1,240.2,7.37,0.637,43.8,177.9,flowering,70,0.795,30.0,70.0,0.65,1.51,125,27.9
Gurdaspur,wheat,1,209.8,7.99,0.448,35.6,256.9,grain_filling,103,0.577,39.6,60.4,0.93,1.42,125,18.28
Patiala,wheat,4,171.0,7.62,0.639,15.1,151.9,germination,15,0.157,56.0,44.0,5.26,4.13,500,18.34
Moga,wheat,5,171.2,8.13,0.313,28.2,127.4,heading,93,0.734,43.6,56.4,5.11,6.62,625,18.79
Moga,paddy,12,183.1,8.09,0.534,20.1,310.5,panicle_initiation,62,0.625,49.0,51.0,12.64,13.17,1500,27.57
Patiala,paddy,12,176.2,6.97,0.355,29.8,306.5,grain_filling,111,0.508,45.8,54.2,11.83,13.97,1500,27.43
Sangrur,paddy,2,182.6,7.84,0.367,21.3,283.8,seedling,2,0.262,54.7,45.3,2.35,1.95,250,27.16
Patiala,wheat,3,180.2,7.55,0.439,38.1,283.6,grain_filling,120,0.55,43.3,56.7,3.05,3.99,375,18.81
Amritsar,paddy,1,264.1,7.51,0.339,10.0,312.6,flowering,74,0.62,44.3,55.7,0.95,1.2,125,27.89
Amritsar,paddy,1,163.5,7.53,0.346,36.7,280.4,tillering,22,0.446,54.8,45.2,1.18,0.97,125,25.57
Kapurthala,paddy,4,266.2,7.13,0.447,38.5,307.2,seedling,10,0.274,57.2,42.8,4.92,3.68,500,26.74
Moga,wheat,2,267.8,7.57,0.287,29.4,237.6,grain_filling,122,0.565,44.8,55.2,2.1,2.59,250,19.66
Jalandhar,paddy,7,297.0,8.03,0.314,37.2,154.1,seedling,15,0.24,56.6,43.4,8.52,6.53,875,27.31
Patiala,wheat,5,305.2,7.25,0.44,18.5,211.6,heading,82,0.615,35.8,64.2,4.2,7.53,625,18.52
Moga,wheat,7,233.9,7.43,0.5,11.8,290.5,tillering,42,0.387,48.1,51.9,7.9,8.53,875,19.26
Kapurthala,wheat,1,232.7,7.28,0.328,14.3,236.7,jointing,75,0.571,41.9,58.1,0.98,1.36,125,18.16
Firozpur,wheat,5,224.1,7.46,0.252,10.1,319.9,germination,15,0.24,64.7,35.3,7.58,4.15,625,17.74
Bathinda,wheat,7,243.2,7.75,0.278,31.7,247.7,tillering,26,0.477,48.5,51.5,7.96,8.46,875,18.08
Firozpur,paddy,4,239.6,7.6,0.363,27.1,245.0,panicle_initiation,56,0.666,48.6,51.4,4.18,4.42,500,28.56
Patiala,paddy,2,239.1,7.91,0.356,35.5,297.7,flowering,79,0.69,45.8,54.2,1.97,2.33,250,28.49
Amritsar,wheat,2,237.6,7.27,0.501,27.9,225.4,jointing,62,0.538,52.6,47.4,2.47,2.22,250,18.15
Ludhiana,wheat,2,195.4,7.47,0.384,10.5,192.0,jointing,68,0.52,53.2,46.8,2.49,2.2,250,19.28
Kapurthala,wheat,3,292.7,7.31,0.395,24.1,130.2,tillering,42,0.375,49.6,50.4,3.49,3.55,375,18.47
Ludhiana,wheat,2,252.8,7.68,0.305,37.3,192.3,heading,87,0.673,42.3,57.7,1.99,2.71,250,19.54
Jalandhar,wheat,4,209.7,7.7,0.438,10.1,220.2,tillering,46,0.519,54.7,45.3,5.13,4.25,500,18.79
Moga,paddy,1,185.2,7.44,0.496,27.5,203.0,seedling,15,0.174,62.4,37.6,1.34,0.81,125,26.3
Moga,wheat,2,202.2,7.22,0.394,29.2,243.9,grain_filling,127,0.617,42.0,58.0,1.97,2.72,250,20.28
Sangrur,paddy,12,212.7,7.99,0.601,33.5,252.9,grain_filling,91,0.592,36.7,63.3,9.48,16.33,1500,29.04
Ludhiana,paddy,7,207.3,7.99,0.497,36.7,262.7,seedling,13,0.224,60.4,39.6,9.1,5.96,875,26.94
Amritsar,wheat,5,254.2,8.36,0.465,44.7,259.7,jointing,78,0.648,49.7,50.3,5.84,5.89,625,19.28
Firozpur,wheat,3,218.4,7.6,0.378,27.6,122.7,tillering,35,0.512,58.1,41.9,4.09,2.95,375,18.73
Gurdaspur,wheat,1,202.2,7.52,0.424,13.0,257.0,jointing,75,0.579,43.2,56.8,1.01,1.33,125,16.87
Gurdaspur,paddy,1,232.2,7.41,0.337,11.3,263.4,flowering,72,0.684,42.3,57.7,0.91,1.24,125,27.0
Sangrur,wheat,2,205.1,7.27,0.506,32.8,284.9,heading,100,0.615,42.2,57.8,1.98,2.71,250,20.53
Moga,wheat,5,160.3,7.83,0.555,43.9,228.1,germination,1,0.292,53.8,46.2,6.31,5.42,625,18.91
Ludhiana,wheat,4,268.1,7.31,0.58,32.1,220.7,germination,19,0.287,52.3,47.7,4.91,4.48,500,18.51
Gurdaspur,wheat,2,278.8,7.81,0.639,41.1,240.1,heading,91,0.606,43.6,56.4,2.04,2.65,250,19.75
Patiala,paddy,3,207.3,7.8,0.499,32.7,265.5,seedling,13,0.168,62.5,37.5,4.03,2.42,375,27.16
Firozpur,wheat,3,250.0,8.22,0.467,17.1,294.7,germination,15,0.283,58.4,41.6,4.11,2.93,375,16.91
Gurdaspur,paddy,5,204.2,7.13,0.383,14.4,182.2,flowering,90,0.747,38.7,61.3,4.16,6.6,625,27.54
Jalandhar,wheat,12,196.7,7.62,0.33,43.2,273.4,tillering,40,0.494,58.1,41.9,16.36,11.79,1500,19.33
Sangrur,paddy,4,242.4,7.13,0.34,28.5,173.8,panicle_initiation,65,0.556,50.5,49.5,4.34,4.26,500,27.03
Firozpur,wheat,5,170.3,8.12,0.234,13.3,126.6,germination,2,0.185,75.0,25.0,8.8,2.93,625,17.9
Ludhiana,paddy,2,272.1,7.99,0.527,43.9,262.8,tillering,19,0.469,46.8,53.2,2.01,2.29,250,28.06
Patiala,paddy,2,220.4,7.29,0.69,13.9,173.7,flowering,81,0.767,31.2,68.8,1.34,2.96,250,28.11
Moga,wheat,4,185.5,8.26,0.31,23.0,125.2,tillering,37,0.543,60.3,39.7,5.66,3.73,500,18.29
Jalandhar,paddy,4,288.1,8.13,0.499,11.8,276.6,flowering,67,0.76,34.7,65.3,2.99,5.61,500,27.9
Amritsar,wheat,1,225.2,8.08,0.438,26.5,312.0,grain_filling,105,0.65,42.7,57.3,1.0,1.34,125,20.15
Bathinda,paddy,4,246.2,8.7,0.202,12.6,170.1,panicle_initiation,56,0.642,59.6,40.4,5.12,3.48,500,27.38
Bathinda,wheat,3,192.7,8.77,0.374,33.5,168.1,tillering,48,0.5,54.4,45.6,3.83,3.21,375,18.38
Patiala,paddy,2,269.8,7.24,0.369,36.4,311.0,grain_filling,107,0.505,38.6,61.4,1.66,2.64,250,27.2
Jalandhar,paddy,4,176.3,7.89,0.389,36.2,230.0,seedling,13,0.172,61.5,38.5,5.29,3.31,500,26.54
Firozpur,paddy,2,253.4,8.53,0.427,13.0,253.8,seedling,10,0.243,61.8,38.2,2.66,1.64,250,25.97
Firozpur,paddy,4,216.3,7.98,0.329,41.8,125.8,flowering,76,0.716,34.9,65.1,3.0,5.6,500,28.76
Gurdaspur,wheat,1,191.3,7.04,0.497,42.8,181.7,jointing,76,0.633,52.1,47.9,1.22,1.12,125,20.91
Gurdaspur,wheat,12,227.0,7.45,0.559,14.0,201.3,jointing,60,0.669,41.9,58.1,11.8,16.36,1500,20.15
Kapurthala,paddy,2,221.3,7.98,0.46,42.5,309.6,seedling,15,0.229,64.1,35.9,2.76,1.54,250,26.29
Patiala,paddy,2,267.6,6.91,0.524,19.2,264.9,seedling,1,0.206,52.9,47.1,2.28,2.03,250,26.89
Amritsar,wheat,3,208.5,7.5,0.346,14.7,179.2,tillering,44,0.438,56.4,43.6,3.97,3.07,375,18.73
Firozpur,wheat,7,260.6,7.87,0.442,19.8,249.3,heading,85,0.608,47.8,52.2,7.85,8.57,875,20.33
Firozpur,paddy,3,136.1,7.71,0.465,36.3,123.5,grain_filling,95,0.54,53.1,46.9,3.43,3.02,375,26.07
Patiala,wheat,4,280.6,7.06,0.587,38.1,232.4,tillering,39,0.422,36.4,63.6,3.42,5.96,500,19.27
Firozpur,paddy,10,183.1,7.76,0.349,38.6,306.0,grain_filling,109,0.562,45.4,54.6,9.76,11.75,1250,26.75
Sangrur,wheat,1,183.3,7.01,0.349,34.7,168.7,grain_filling,116,0.604,47.2,52.8,1.11,1.24,125,20.29
Ludhiana,paddy,3,290.1,7.02,0.492,40.0,214.8,flowering,83,0.602,35.3,64.7,2.28,4.17,375,27.55
Gurdaspur,wheat,5,299.4,7.39,0.367,36.7,278.0,jointing,75,0.688,41.5,58.5,4.87,6.86,625,20.59
Patiala,wheat,10,210.2,7.47,0.457,13.0,120.3,germination,8,0.177,58.8,41.2,13.8,9.66,1250,18.45
Ludhiana,wheat,2,203.0,7.34,0.577,41.7,315.0,heading,95,0.653,41.2,58.8,1.93,2.76,250,20.34
Sangrur,paddy,4,277.9,7.17,0.305,20.9,237.6,tillering,16,0.461,56.4,43.6,4.85,3.75,500,26.27
Kapurthala,paddy,5,291.8,8.03,0.465,24.4,186.6,flowering,66,0.621,33.4,66.6,3.59,7.16,625,27.37
Moga,wheat,5,168.7,7.78,0.288,13.9,163.9,jointing,79,0.595,52.5,47.5,6.16,5.57,625,19.77
Bathinda,paddy,4,145.2,7.63,0.214,33.3,281.5,tillering,20,0.363,65.4,34.6,5.63,2.97,500,27.5
Sangrur,wheat,12,237.8,8.07,0.609,17.5,282.2,tillering,30,0.375,51.3,48.7,14.44,13.71,1500,19.14
Bathinda,wheat,4,250.9,7.97,0.298,13.7,254.1,jointing,70,0.629,53.9,46.1,5.06,4.33,500,19.99
Gurdaspur,wheat,1,292.2,7.24,0.487,24.0,291.0,germination,18,0.267,53.3,46.7,1.25,1.1,125,17.82
Gurdaspur,paddy,3,263.7,6.98,0.62,43.5,135.5,seedling,3,0.189,54.9,45.1,3.54,2.91,375,27.0
Patiala,wheat,1,272.6,7.2,0.465,20.0,215.7,tillering,48,0.356,52.2,47.8,1.22,1.12,125,17.86
Kapurthala,wheat,7,291.1,7.13,0.551,26.9,251.9,germination,2,0.222,49.7,50.3,8.16,8.26,875,21.3
Kapurthala,wheat,3,272.2,7.64,0.439,33.8,291.8,jointing,53,0.668,50.6,49.4,3.56,3.48,375,18.79
Gurdaspur,wheat,10,233.2,7.98,0.386,17.5,178.4,jointing,70,0.583,44.0,56.0,10.31,13.15,1250,19.91
Bathinda,paddy,4,242.9,8.21,0.364,23.4,176.4,tillering,21,0.5,50.1,49.9,4.31,4.29,500,26.94
Bathinda,wheat,2,226.0,7.9,0.348,28.8,120.9,germination,16,0.282,57.0,43.0,2.67,2.02,250,19.1
Firozpur,wheat,3,195.5,8.47,0.4,24.5,178.6,jointing,67,0.617,53.4,46.6,3.76,3.28,375,19.64
Moga,paddy,2,205.7,7.93,0.416,17.0,240.3,seedling,5,0.188,54.4,45.6,2.34,1.96,250,26.0
Firozpur,wheat,7,157.2,8.04,0.482,39.2,288.5,grain_filling,123,0.458,52.0,48.0,8.54,7.89,875,18.21
Ludhiana,wheat,1,191.7,8.11,0.503,33.3,302.3,germination,6,0.243,67.3,32.7,1.58,0.77,125,19.05
Moga,paddy,2,209.2,7.58,0.529,13.5,255.2,grain_filling,93,0.453,46.6,53.4,2.01,2.29,250,28.63
Bathinda,wheat,4,246.4,7.6,0.424,18.0,268.0,tillering,39,0.509,50.3,49.7,4.72,4.67,500,18.49
Jalandhar,wheat,2,181.3,7.9,0.371,30.5,237.4,heading,91,0.767,47.1,52.9,2.21,2.48,250,17.45
Jalandhar,wheat,5,242.7,7.71,0.286,42.6,135.7,jointing,70,0.673,50.5,49.5,5.93,5.8,625,18.42
Bathinda,wheat,2,250.2,8.13,0.323,14.2,280.5,germination,15,0.152,72.0,28.0,3.38,1.31,250,17.39
Moga,wheat,4,209.3,7.47,0.557,28.3,122.7,heading,94,0.615,37.9,62.1,3.56,5.83,500,19.28
Ludhiana,paddy,5,283.4,7.4,0.568,25.1,216.8,flowering,84,0.604,30.0,70.0,3.23,7.53,625,29.31
Gurdaspur,paddy,5,242.5,7.73,0.469,11.5,181.9,grain_filling,120,0.593,39.6,60.4,4.25,6.5,625,25.42
Gurdaspur,wheat,3,298.4,7.36,0.558,42.1,201.6,grain_filling,120,0.608,30.0,70.0,2.11,4.93,375,20.32
Firozpur,wheat,10,253.1,7.89,0.355,12.5,175.6,tillering,31,0.5,55.9,44.1,13.12,10.34,1250,20.58
Moga,wheat,5,258.4,8.15,0.464,33.4,145.3,jointing,53,0.529,52.6,47.4,6.17,5.56,625,18.41
Patiala,paddy,2,294.8,7.41,0.377,20.7,251.1,flowering,86,0.778,31.2,68.8,1.34,2.96,250,28.79
Sangrur,wheat,3,246.3,7.8,0.431,32.0,259.9,germination,20,0.279,53.4,46.6,3.76,3.28,375,17.86
Patiala,wheat,2,275.0,6.92,0.517,44.7,274.1,heading,84,0.7,43.2,56.8,2.02,2.67,250,19.94
Jalandhar,wheat,4,289.1,7.81,0.402,27.6,241.0,jointing,77,0.607,43.4,56.6,4.07,5.32,500,19.43
Moga,wheat,10,186.4,7.71,0.352,35.7,247.2,tillering,26,0.373,53.3,46.7,12.5,10.96,1250,17.91
Moga,paddy,2,213.8,8.24,0.55,40.5,134.3,seedling,3,0.163,62.3,37.7,2.68,1.62,250,28.04
Kapurthala,paddy,2,296.1,8.03,0.324,43.2,204.7,seedling,12,0.249,57.1,42.9,2.46,1.84,250,28.18
Gurdaspur,paddy,7,296.6,7.63,0.463,38.7,301.1,flowering,83,0.739,30.9,69.1,4.65,10.4,875,27.14
Kapurthala,wheat,15,205.1,7.53,0.548,42.5,245.7,jointing,80,0.556,46.0,54.0,16.2,19.0,1875,20.37
Ludhiana,paddy,2,180.1,7.97,0.328,16.7,197.2,tillering,20,0.379,56.6,43.4,2.44,1.87,250,26.55
Bathinda,wheat,4,226.2,8.29,0.343,11.9,148.1,germination,4,0.181,60.7,39.3,5.7,3.69,500,18.79
Firozpur,paddy,3,231.1,7.49,0.25,27.2,152.1,tillering,18,0.386,61.2,38.8,3.95,2.51,375,25.92
Firozpur,paddy,1,171.0,7.85,0.408,12.5,171.3,panicle_initiation,63,0.708,46.1,53.9,0.99,1.16,125,28.21
Moga,wheat,3,248.6,8.27,0.458,14.2,184.1,germination,11,0.23,61.8,38.2,4.35,2.69,375,18.65
Sangrur,wheat,3,268.3,7.21,0.484,17.5,292.3,grain_filling,103,0.554,44.5,55.5,3.14,3.9,375,17.48
Jalandhar,wheat,4,257.1,7.69,0.444,19.4,211.0,grain_filling,111,0.605,42.7,57.3,4.0,5.38,500,18.88
Ludhiana,paddy,3,207.6,8.05,0.547,25.9,228.1,grain_filling,92,0.532,52.1,47.9,3.36,3.09,375,27.82
Amritsar,wheat,1,191.7,7.71,0.34,19.2,152.7,heading,93,0.718,41.3,58.7,0.97,1.38,125,19.09
Amritsar,paddy,4,231.2,7.94,0.335,41.3,124.8,grain_filling,106,0.588,42.3,57.7,3.64,4.96,500,26.9
Patiala,wheat,5,172.6,7.63,0.455,31.9,150.1,grain_filling,111,0.493,42.6,57.4,5.0,6.73,625,19.99
Moga,wheat,4,227.3,7.54,0.483,40.2,179.8,germination,11,0.167,57.0,43.0,5.35,4.03,500,18.31
Bathinda,wheat,2,197.6,8.19,0.384,11.9,297.6,tillering,21,0.442,56.5,43.5,2.65,2.04,250,18.67
Gurdaspur,wheat,2,192.8,7.6,0.345,14.7,249.0,jointing,73,0.623,51.5,48.5,2.42,2.27,250,19.56
Bathinda,paddy,3,184.2,8.38,0.324,13.3,178.1,panicle_initiation,46,0.742,49.6,50.4,3.2,3.25,375,27.89
Ludhiana,wheat,3,297.1,7.78,0.515,21.7,283.6,germination,15,0.21,54.5,45.5,3.84,3.2,375,20.85
Amritsar,wheat,7,251.6,7.3,0.465,18.7,295.5,grain_filling,124,0.57,41.3,58.7,6.78,9.64,875,17.79
Moga,paddy,2,275.6,7.29,0.292,39.8,162.6,flowering,69,0.767,40.5,59.5,1.74,2.56,250,26.95
Kapurthala,paddy,5,195.5,8.06,0.464,16.5,164.9,grain_filling,113,0.613,38.7,61.3,4.16,6.6,625,27.68
Kapurthala,wheat,5,270.2,7.07,0.405,27.7,232.1,tillering,34,0.508,54.2,45.8,6.36,5.37,625,18.12
Amritsar,wheat,7,161.9,7.34,0.317,27.5,288.1,grain_filling,107,0.489,48.4,51.6,7.95,8.47,875,19.17
Ludhiana,wheat,12,262.7,8.19,0.358,11.6,275.9,heading,100,0.741,46.2,53.8,13.01,15.15,1500,18.52
Firozpur,wheat,5,165.7,8.21,0.372,18.2,234.7,jointing,55,0.525,57.9,42.1,6.8,4.94,625,18.5
Firozpur,paddy,3,168.5,8.28,0.246,43.3,244.5,seedling,9,0.189,75.0,25.0,4.84,1.61,375,26.33
Ludhiana,paddy,1,235.2,7.0,0.342,28.7,255.0,tillering,44,0.47,54.3,45.7,1.17,0.98,125,26.68
Amritsar,paddy,3,274.2,8.17,0.362,18.1,267.0,panicle_initiation,63,0.707,46.3,53.7,2.99,3.46,375,28.25
Sangrur,paddy,10,249.4,7.33,0.584,39.4,214.6,flowering,81,0.61,33.1,66.9,7.12,14.39,1250,28.73
Patiala,paddy,4,241.9,7.58,0.661,25.4,300.2,panicle_initiation,49,0.558,43.8,56.2,3.77,4.83,500,28.11
Gurdaspur,wheat,1,211.8,7.08,0.547,28.0,160.0,germination,19,0.239,62.8,37.2,1.47,0.87,125,20.08
Ludhiana,wheat,3,195.4,7.87,0.355,39.7,265.2,grain_filling,105,0.55,47.6,52.4,3.35,3.69,375,17.43
Amritsar,paddy,10,208.1,8.12,0.302,21.3,314.9,tillering,39,0.468,49.4,50.6,10.63,10.87,1250,27.16
Ludhiana,wheat,4,311.3,7.64,0.515,26.9,138.7,tillering,31,0.384,47.6,52.4,4.47,4.92,500,21.34
Gurdaspur,wheat,15,298.5,7.54,0.362,26.2,289.0,heading,81,0.655,38.2,61.8,13.45,21.74,1875,20.82
Firozpur,wheat,2,134.3,8.07,0.433,28.8,288.2,grain_filling,113,0.523,51.7,48.3,2.43,2.27,250,18.42
Bathinda,wheat,4,217.3,7.68,0.36,11.9,201.5,germination,7,0.166,66.1,33.9,6.2,3.19,500,17.94
Patiala,wheat,5,243.8,6.97,0.35,38.4,137.5,grain_filling,121,0.553,38.5,61.5,4.51,7.22,625,18.72
Bathinda,wheat,2,232.8,8.79,0.294,25.6,129.3,grain_filling,102,0.634,54.0,46.0,2.53,2.16,250,19.12
Sangrur,wheat,7,269.8,7.29,0.582,41.2,159.3,grain_filling,123,0.637,37.1,62.9,6.09,10.34,875,20.59
Sangrur,wheat,5,179.4,7.79,0.461,34.8,169.8,grain_filling,126,0.496,51.0,49.0,5.99,5.74,625,19.06
Kapurthala,wheat,1,164.3,8.06,0.294,43.1,217.8,jointing,64,0.703,57.0,43.0,1.34,1.01,125,21.07
Ludhiana,wheat,2,271.3,7.87,0.3,42.8,152.9,heading,81,0.608,47.2,52.8,2.21,2.48,250,19.66
Patiala,wheat,5,228.1,7.54,0.518,26.1,192.5,jointing,78,0.637,48.6,51.4,5.7,6.03,625,19.8
Amritsar,wheat,1,207.7,8.07,0.385,40.0,308.8,grain_filling,112,0.562,42.9,57.1,1.01,1.34,125,17.44
Jalandhar,wheat,1,234.0,7.89,0.346,41.7,287.7,germination,2,0.216,67.9,32.1,1.59,0.75,125,18.24
Patiala,paddy,2,174.7,7.9,0.391,32.6,170.0,flowering,73,0.702,34.3,65.7,1.47,2.83,250,28.87
Firozpur,wheat,3,157.5,7.47,0.275,10.3,245.5,heading,92,0.639,54.9,45.1,3.86,3.18,375,20.79
Amritsar,wheat,7,181.4,7.67,0.375,36.1,138.8,heading,83,0.621,43.6,56.4,7.16,9.27,875,18.26
Bathinda,wheat,3,141.1,8.15,0.4,25.5,218.1,heading,87,0.741,50.6,49.4,3.56,3.48,375,19.04
Kapurthala,wheat,5,269.4,7.91,0.438,11.6,181.9,germination,14,0.271,54.6,45.4,6.4,5.33,625,19.81
Moga,wheat,2,189.3,7.95,0.308,14.0,202.2,germination,6,0.257,64.0,36.0,3.0,1.69,250,18.14
Bathinda,paddy,3,143.6,8.57,0.392,30.9,187.4,seedling,6,0.165,70.3,29.7,4.53,1.92,375,26.26
Sangrur,paddy,1,187.9,7.42,0.345,31.9,265.8,panicle_initiation,47,0.74,47.2,52.8,1.02,1.14,125,27.91
Patiala,paddy,3,297.9,7.86,0.7,18.5,272.7,flowering,89,0.626,30.0,70.0,1.94,4.52,375,28.62
Kapurthala,paddy,5,192.8,7.1,0.37,10.7,127.2,grain_filling,107,0.607,45.8,54.2,4.92,5.83,625,28.62
Bathinda,wheat,7,216.4,7.79,0.31,37.4,276.8,jointing,79,0.674,47.4,52.6,7.79,8.63,875,19.84
Amritsar,paddy,3,284.6,7.95,0.328,20.2,261.1,seedling,13,0.189,54.1,45.9,3.49,2.96,375,27.39
Jalandhar,wheat,5,257.1,7.15,0.549,25.7,247.3,jointing,62,0.649,55.0,45.0,6.45,5.28,625,19.88
Kapurthala,paddy,1,188.9,7.3,0.394,30.6,210.9,panicle_initiation,59,0.593,50.8,49.2,1.09,1.06,125,27.42
Amritsar,wheat,12,261.1,8.25,0.505,37.2,173.8,tillering,47,0.545,52.7,47.3,14.84,13.32,1500,20.95
Bathinda,paddy,3,124.4,8.63,0.235,14.5,155.1,flowering,78,0.755,58.5,41.5,3.77,2.68,375,26.92
Sangrur,paddy,3,253.4,7.28,0.604,15.9,313.1,seedling,1,0.213,60.4,39.6,3.9,2.55,375,26.76
Amritsar,wheat,10,250.2,7.28,0.349,19.9,231.0,heading,95,0.707,41.6,58.4,9.75,13.71,1250,19.67
Gurdaspur,paddy,3,300.0,7.39,0.495,24.6,290.1,flowering,87,0.773,32.1,67.9,2.07,4.38,375,27.91
Firozpur,paddy,1,141.6,7.63,0.343,30.5,283.2,tillering,27,0.439,62.3,37.7,1.34,0.81,125,28.01
Patiala,wheat,3,197.6,7.55,0.59,14.4,277.3,tillering,37,0.447,47.4,52.6,3.34,3.7,375,20.39
Patiala,wheat,7,244.2,7.15,0.57,14.1,251.0,germination,12,0.189,56.1,43.9,9.21,7.22,875,19.09
Amritsar,paddy,7,216.5,8.15,0.29,20.9,243.1,grain_filling,112,0.519,41.7,58.3,6.28,8.77,875,25.78
